"","V1"
"17890430inaugGeorgeWashington-1.txt",3
"17930304inaugGeorgeWashington-2.txt",1
"17970304inaugJohnAdams-1.txt",3
"18010304inaugThomasJefferson-1.txt",3
"18050304inaugThomasJefferson-2.txt",3
"18090304inaugJamesMadison-1.txt",3
"18130304inaugJamesMadison-2.txt",3
"18170304inaugJamesMonroe-1.txt",3
"18210304inaugJamesMonroe-2.txt",3
"18250304inaugJohnQuincyAdams-1.txt",3
"18290304inaugAndrewJackson-1.txt",3
"18330304inaugAndrewJackson-2.txt",3
"18370304inaugMartinvanBuren-1.txt",3
"18410304inaugWilliamHenryHarrison-1.txt",1
"18450304inaugJamesKPolk-1.txt",12
"18490305inaugZacharyTaylor-1.txt",3
"18530304inaugFranklinPierce-1.txt",3
"18570304inaugJamesBuchanan-1.txt",3
"18610304inaugAbrahamLincoln-1.txt",4
"18650304inaugAbrahamLincoln-2.txt",10
"18690304inaugUlyssesSGrant-1.txt",3
"18730304inaugUlyssesSGrant-2.txt",3
"18770305inaugRutherfordBHayes-1.txt",3
"18810304inaugJamesAGarfield-1.txt",3
"18850304inaugGroverCleveland-I-1.txt",3
"18890304inaugBenjaminHarrison-1.txt",4
"18930304inaugGroverCleveland-II-2.txt",3
"18970304inaugWilliamMcKinley-1.txt",3
"19010304inaugWilliamMcKinley-2.txt",3
"19050304inaugTheodoreRoosevelt-1.txt",3
"19090304inaugWilliamHowardTaft-1.txt",13
"19130304inaugWoodrowWilson-1.txt",15
"19170305inaugWoodrowWilson-2.txt",8
"19210304inaugWarrenGHarding-1.txt",2
"19250304inaugCalvinCoolidge-1.txt",3
"19290304inaugHerbertHoover-1.txt",7
"19330304inaugFranklinDRoosevelt-1.txt",2
"19370120inaugFranklinDRoosevelt-2.txt",15
"19410120inaugFranklinDRoosevelt-3.txt",9
"19450120inaugFranklinDRoosevelt-4.txt",14
"19490120inaugHarrySTruman-1.txt",9
"19530120inaugDwightDEisenhower-1.txt",9
"19570121inaugDwightDEisenhower-2.txt",9
"19610120inaugJohnFKennedy-1.txt",14
"19650120inaugLyndonBJohnson-1.txt",9
"19690120inaugRichardNixon-1.txt",14
"19730120inaugRichardNixon-2.txt",14
"19770120inaugJimmyCarter-1.txt",9
"19810120inaugRonaldReagan-1.txt",14
"19850121inaugRonaldReagan-2.txt",14
"19890120inaugGeorgeBush-1.txt",14
"19930120inaugWilliamJClinton-1.txt",14
"19970120inaugWilliamJClinton-2.txt",14
"20010120inaugGeorgeWBush-1.txt",14
"20050120inaugGeorgeWBush-2.txt",9
"20090120inaugBarackObama-1.txt",14
"20130120inaugBarackObama-2.txt",14
"20170120inaugDonaldJTrump-1.txt",14
